task_id,harness,benchmark,n_segments,arm_sequence,dominant_mode,dominant_rate,arm_entropy,rate_SE,rate_PD,rate_IC,rate_UN,rate_RR,rate_reason
hle_591,directllm,HLE,183,reason|reason|reason|PD|RR|RR|RR|reason|PD|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|UN|RR|reason|RR|UN|RR|RR|PD|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR,RR,0.5191,0.8678,0.0,0.0164,0.0,0.4372,0.5191,0.0273
hle_592,directllm,HLE,35,reason|PD|reason|RR|UN|reason|UN|RR|UN|IC|reason|IC|reason|RR|RR|RR|UN|RR|RR|RR|RR|RR|reason|RR|IC|RR|IC|reason|RR|reason|reason|reason|PD|reason|reason,RR,0.3714,1.3942,0.0,0.0571,0.1143,0.1143,0.3714,0.3429
hle_593,directllm,HLE,27,reason|reason|PD|SE|RR|IC|RR|RR|reason|IC|reason|reason|reason|reason|RR|UN|IC|IC|UN|PD|RR|reason|reason|IC|PD|reason|reason,reason,0.4074,1.5494,0.037,0.1111,0.1852,0.0741,0.1852,0.4074
hle_598,directllm,HLE,29,reason|UN|UN|reason|UN|UN|RR|UN|RR|reason|IC|RR|IC|UN|reason|RR|reason|RR|reason|reason|reason|reason|reason|RR|reason|IC|reason|reason|UN,reason,0.4483,1.2634,0.0,0.0,0.1034,0.2414,0.2069,0.4483
hle_60,directllm,HLE,63,reason|PD|reason|reason|UN|reason|reason|RR|reason|reason|reason|reason|UN|RR|reason|reason|reason|RR|reason|reason|reason|reason|reason|reason|reason|UN|IC|IC|IC|reason|reason|reason|reason|RR|UN|RR|reason|reason|RR|reason|reason|reason|UN|RR|reason|reason|RR|UN|PD|reason|UN|IC|RR|reason|reason|UN|RR|reason|UN|reason|PD|reason|UN,reason,0.5714,1.2241,0.0,0.0476,0.0635,0.1587,0.1587,0.5714
hle_603,directllm,HLE,235,reason|reason|RR|reason|reason|RR|RR|reason|RR|RR|RR|IC|RR|RR|RR|reason|UN|RR|UN|reason|UN|reason|UN|IC|RR|PD|UN|RR|UN|reason|UN|RR|UN|UN|UN|PD|UN|RR|UN|RR|IC|reason|IC|UN|UN|RR|reason|UN|RR|IC|RR|IC|RR|UN|RR|reason|RR|UN|RR|IC|RR|UN|RR|RR|IC|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason|RR|RR|RR|RR|IC|RR|RR|reason,RR,0.6468,1.0571,0.0,0.0085,0.1234,0.0766,0.6468,0.1447
hle_604,directllm,HLE,45,reason|reason|RR|reason|reason|reason|PD|reason|RR|IC|RR|reason|IC|RR|reason|PD|reason|reason|IC|reason|IC|RR|RR|IC|reason|reason|PD|reason|RR|RR|reason|reason|reason|reason|UN|RR|reason|reason|SE|IC|reason|PD|reason|PD|IC,reason,0.4889,1.3745,0.0222,0.1111,0.1556,0.0222,0.2,0.4889
hle_607,directllm,HLE,44,reason|RR|UN|reason|RR|RR|RR|reason|PD|RR|PD|reason|reason|reason|RR|reason|UN|reason|RR|PD|reason|IC|RR|RR|reason|reason|reason|IC|RR|reason|IC|IC|reason|reason|reason|reason|RR|reason|reason|reason|PD|reason|reason|PD,reason,0.5,1.2988,0.0,0.1136,0.0909,0.0455,0.25,0.5
hle_614,directllm,HLE,32,reason|reason|reason|reason|reason|PD|reason|reason|UN|UN|PD|PD|reason|reason|UN|reason|PD|IC|IC|reason|PD|reason|UN|IC|PD|IC|PD|reason|reason|IC|PD|PD,reason,0.4375,1.2684,0.0,0.2812,0.1562,0.125,0.0,0.4375
hle_625,directllm,HLE,31,reason|reason|RR|reason|reason|reason|reason|RR|RR|PD|RR|reason|UN|RR|reason|RR|reason|reason|RR|IC|RR|RR|reason|RR|UN|UN|reason|RR|reason|reason|PD,reason,0.4516,1.2403,0.0,0.0645,0.0323,0.0968,0.3548,0.4516
hle_633,directllm,HLE,45,reason|reason|reason|reason|reason|IC|IC|reason|UN|UN|UN|IC|reason|IC|UN|reason|reason|UN|reason|RR|IC|IC|IC|UN|RR|IC|RR|UN|UN|UN|reason|UN|RR|RR|IC|RR|reason|RR|RR|IC|RR|reason|PD|UN|PD,reason,0.2889,1.4976,0.0,0.0444,0.2222,0.2444,0.2,0.2889
hle_636,directllm,HLE,28,reason|reason|reason|RR|RR|UN|UN|UN|RR|IC|UN|UN|RR|RR|UN|reason|reason|RR|reason|reason|PD|RR|reason|reason|reason|PD|PD|reason,reason,0.3929,1.402,0.0,0.1071,0.0357,0.2143,0.25,0.3929
hle_643,directllm,HLE,4,reason|reason|reason|RR,reason,0.75,0.5623,0.0,0.0,0.0,0.0,0.25,0.75
hle_647,directllm,HLE,48,PD|reason|reason|PD|PD|PD|PD|UN|reason|PD|reason|reason|PD|UN|PD|reason|RR|RR|PD|UN|reason|PD|RR|IC|UN|reason|reason|RR|reason|reason|reason|IC|reason|reason|reason|UN|reason|RR|RR|reason|UN|reason|reason|reason|PD|PD|PD|reason,reason,0.4375,1.3677,0.0,0.2708,0.0417,0.125,0.125,0.4375
hle_653,directllm,HLE,32,reason|UN|reason|UN|IC|reason|reason|PD|UN|PD|RR|reason|UN|UN|reason|reason|IC|reason|reason|RR|reason|PD|reason|reason|reason|reason|reason|UN|reason|reason|reason|IC,reason,0.5625,1.2546,0.0,0.0938,0.0938,0.1875,0.0625,0.5625
hle_654,directllm,HLE,74,reason|reason|UN|reason|reason|reason|reason|UN|reason|RR|RR|UN|reason|reason|UN|UN|reason|RR|reason|reason|reason|reason|UN|reason|reason|IC|reason|reason|reason|reason|reason|reason|UN|reason|reason|reason|RR|reason|reason|UN|reason|reason|reason|reason|reason|PD|RR|reason|reason|reason|RR|reason|RR|reason|reason|reason|reason|reason|RR|reason|PD|RR|reason|UN|reason|IC|RR|PD|RR|RR|reason|reason|reason|PD,reason,0.6351,1.0948,0.0,0.0541,0.027,0.1216,0.1622,0.6351
hle_655,directllm,HLE,10,reason|reason|reason|RR|reason|reason|reason|reason|RR|reason,reason,0.8,0.5004,0.0,0.0,0.0,0.0,0.2,0.8
hle_660,directllm,HLE,13,reason|reason|reason|reason|reason|IC|SE|reason|UN|reason|reason|reason|RR,reason,0.6923,1.0438,0.0769,0.0,0.0769,0.0769,0.0769,0.6923
hle_661,directllm,HLE,88,reason|reason|reason|reason|RR|reason|reason|RR|RR|reason|RR|RR|RR|RR|RR|reason|RR|UN|reason|RR|PD|reason|PD|reason|reason|UN|RR|reason|UN|UN|reason|reason|RR|UN|UN|RR|RR|RR|UN|UN|UN|RR|UN|reason|IC|UN|UN|IC|UN|UN|UN|UN|UN|UN|reason|reason|IC|UN|UN|UN|IC|UN|UN|UN|IC|IC|IC|UN|UN|UN|UN|UN|IC|IC|IC|IC|UN|UN|UN|UN|IC|UN|RR|IC|reason|PD|reason|PD,UN,0.3864,1.4448,0.0,0.0455,0.1477,0.3864,0.1932,0.2273
hle_668,directllm,HLE,24,reason|reason|reason|reason|reason|RR|reason|UN|IC|RR|RR|RR|RR|RR|RR|UN|UN|PD|reason|reason|PD|reason|reason|PD,reason,0.4167,1.3764,0.0,0.125,0.0417,0.125,0.2917,0.4167
hle_677,directllm,HLE,13,reason|reason|UN|RR|RR|IC|RR|reason|reason|IC|reason|PD|reason,reason,0.4615,1.3778,0.0,0.0769,0.1538,0.0769,0.2308,0.4615
hle_678,directllm,HLE,40,reason|reason|reason|UN|RR|UN|reason|UN|PD|reason|reason|PD|PD|reason|reason|UN|PD|UN|UN|reason|reason|PD|RR|UN|UN|RR|reason|reason|IC|PD|PD|UN|UN|reason|RR|RR|PD|reason|UN|PD,reason,0.35,1.4102,0.0,0.225,0.025,0.275,0.125,0.35
hle_68,directllm,HLE,234,IC|reason|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR,RR,0.9915,0.0551,0.0,0.0,0.0043,0.0,0.9915,0.0043
hle_681,directllm,HLE,31,reason|reason|IC|IC|RR|RR|RR|IC|IC|RR|reason|UN|RR|IC|reason|IC|RR|PD|RR|reason|RR|RR|IC|IC|IC|reason|reason|PD|reason|PD|PD,IC,0.2903,1.4427,0.0,0.129,0.2903,0.0323,0.2903,0.2581
hle_687,directllm,HLE,28,reason|RR|RR|reason|reason|reason|reason|reason|PD|IC|UN|reason|PD|UN|RR|RR|reason|reason|reason|reason|RR|reason|reason|reason|PD|PD|reason|reason,reason,0.5714,1.2129,0.0,0.1429,0.0357,0.0714,0.1786,0.5714
hle_688,directllm,HLE,14,reason|UN|UN|IC|IC|IC|IC|IC|RR|IC|UN|PD|reason|reason,IC,0.4286,1.4003,0.0,0.0714,0.4286,0.2143,0.0714,0.2143
hle_690,directllm,HLE,91,reason|reason|UN|reason|IC|UN|reason|UN|UN|UN|UN|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR|UN|RR,UN,0.5055,0.8931,0.0,0.0,0.011,0.5055,0.4396,0.044
hle_692,directllm,HLE,15,reason|RR|RR|RR|RR|RR|reason|UN|RR|RR|reason|reason|RR|reason|PD,RR,0.5333,1.0625,0.0,0.0667,0.0,0.0667,0.5333,0.3333
hle_694,directllm,HLE,25,reason|UN|UN|reason|IC|UN|UN|IC|reason|RR|IC|PD|RR|UN|IC|RR|RR|UN|UN|RR|RR|IC|reason|reason|reason,UN,0.28,1.4921,0.0,0.04,0.2,0.28,0.24,0.24
hle_696,directllm,HLE,16,reason|IC|IC|IC|PD|RR|reason|PD|reason|PD|UN|IC|RR|IC|PD|PD,IC,0.3125,1.4741,0.0,0.3125,0.3125,0.0625,0.125,0.1875
hle_697,directllm,HLE,44,reason|SE|UN|reason|reason|reason|UN|PD|UN|UN|reason|PD|RR|reason|UN|reason|UN|SE|reason|UN|reason|RR|SE|UN|UN|reason|RR|reason|reason|reason|PD|RR|UN|reason|RR|reason|reason|reason|reason|UN|reason|PD|reason|PD,reason,0.4545,1.3823,0.0682,0.1136,0.0,0.25,0.1136,0.4545
hle_698,directllm,HLE,21,reason|RR|reason|reason|reason|reason|PD|UN|reason|IC|RR|RR|UN|reason|PD|PD|PD|reason|reason|UN|reason,reason,0.4762,1.3701,0.0,0.1905,0.0476,0.1429,0.1429,0.4762
hle_699,directllm,HLE,53,reason|reason|PD|UN|RR|UN|UN|reason|IC|RR|reason|reason|RR|UN|reason|UN|reason|RR|UN|reason|reason|RR|reason|UN|IC|reason|IC|reason|UN|RR|UN|reason|RR|UN|reason|IC|RR|reason|UN|UN|UN|IC|PD|IC|reason|reason|reason|IC|RR|PD|reason|reason|IC,reason,0.3774,1.4615,0.0,0.0566,0.1509,0.2453,0.1698,0.3774
hle_70,directllm,HLE,37,reason|RR|reason|reason|reason|reason|PD|reason|reason|reason|UN|PD|PD|RR|IC|reason|IC|RR|UN|reason|IC|reason|RR|reason|IC|UN|reason|RR|IC|reason|reason|reason|RR|reason|reason|reason|PD,reason,0.5135,1.3519,0.0,0.1081,0.1351,0.0811,0.1622,0.5135
hle_700,directllm,HLE,67,reason|IC|RR|reason|reason|IC|reason|reason|reason|reason|reason|reason|reason|PD|RR|UN|reason|reason|UN|RR|UN|IC|reason|IC|RR|IC|reason|RR|UN|IC|reason|reason|RR|reason|reason|reason|RR|reason|reason|IC|reason|RR|reason|reason|reason|RR|reason|IC|RR|reason|IC|RR|RR|reason|reason|reason|reason|reason|RR|RR|RR|reason|reason|PD|reason|reason|reason,reason,0.5522,1.2057,0.0,0.0299,0.1343,0.0597,0.2239,0.5522
hle_705,directllm,HLE,3,reason|reason|RR,reason,0.6667,0.6365,0.0,0.0,0.0,0.0,0.3333,0.6667
hle_707,directllm,HLE,17,reason|RR|RR|RR|reason|RR|reason|RR|UN|RR|UN|IC|RR|RR|reason|reason|PD,RR,0.4706,1.2997,0.0,0.0588,0.0588,0.1176,0.4706,0.2941
hle_708,directllm,HLE,91,reason|IC|UN|RR|RR|RR|IC|RR|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR|IC|IC|RR,IC,0.6264,0.7597,0.0,0.0,0.6264,0.011,0.3516,0.011
hle_711,directllm,HLE,48,reason|reason|reason|reason|PD|reason|reason|RR|RR|RR|reason|reason|reason|reason|reason|reason|reason|reason|reason|RR|IC|reason|reason|IC|IC|RR|reason|reason|reason|IC|reason|reason|reason|reason|RR|reason|UN|reason|reason|reason|RR|reason|reason|reason|PD|IC|IC|reason,reason,0.6667,1.0241,0.0,0.0417,0.125,0.0208,0.1458,0.6667
hle_72,directllm,HLE,96,reason|reason|reason|IC|RR|RR|RR|RR|RR|RR|reason|RR|reason|RR|reason|RR|RR|RR|RR|RR|RR|RR|RR|UN|RR|RR|RR|RR|RR|RR|UN|UN|IC|RR|UN|RR|UN|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR,RR,0.8646,0.5336,0.0,0.0,0.0208,0.0521,0.8646,0.0625
hle_724,directllm,HLE,24,reason|reason|IC|RR|RR|RR|RR|PD|reason|IC|reason|reason|RR|PD|reason|RR|reason|IC|PD|IC|reason|PD|IC|PD,reason,0.3333,1.3664,0.0,0.2083,0.2083,0.0,0.25,0.3333
hle_728,directllm,HLE,50,reason|RR|reason|RR|RR|UN|RR|reason|RR|reason|UN|UN|reason|RR|RR|RR|UN|reason|RR|RR|UN|RR|reason|reason|UN|UN|RR|UN|RR|reason|RR|IC|RR|RR|RR|UN|IC|IC|IC|RR|UN|IC|UN|IC|RR|reason|IC|IC|reason|RR,RR,0.4,1.3259,0.0,0.0,0.16,0.22,0.4,0.22
hle_747,directllm,HLE,78,reason|reason|UN|PD|RR|UN|PD|reason|reason|reason|reason|IC|UN|reason|UN|reason|reason|reason|IC|UN|reason|UN|reason|reason|RR|reason|UN|reason|reason|RR|reason|reason|reason|IC|reason|RR|reason|UN|reason|PD|reason|reason|RR|RR|IC|UN|reason|UN|UN|reason|reason|reason|reason|PD|RR|UN|RR|reason|reason|RR|reason|RR|reason|RR|RR|PD|reason|RR|reason|RR|reason|reason|UN|reason|reason|PD|PD|PD,reason,0.5,1.3394,0.0,0.1026,0.0513,0.1667,0.1795,0.5
hle_75,directllm,HLE,35,reason|RR|reason|IC|RR|reason|reason|reason|IC|RR|RR|UN|UN|RR|reason|RR|IC|RR|reason|RR|RR|IC|RR|IC|RR|RR|RR|RR|RR|reason|reason|reason|PD|RR|RR,RR,0.4857,1.2518,0.0,0.0286,0.1429,0.0571,0.4857,0.2857
hle_752,directllm,HLE,52,PD|reason|reason|PD|PD|reason|RR|PD|reason|reason|PD|IC|PD|PD|RR|PD|IC|PD|IC|IC|RR|IC|IC|PD|reason|RR|reason|IC|PD|RR|RR|RR|reason|IC|UN|reason|IC|RR|reason|reason|IC|RR|RR|RR|PD|reason|reason|PD|PD|PD|reason|reason,PD,0.2885,1.4389,0.0,0.2885,0.1923,0.0192,0.2115,0.2885
hle_773,directllm,HLE,22,reason|reason|reason|RR|reason|reason|reason|UN|reason|reason|UN|RR|reason|reason|IC|reason|reason|reason|reason|reason|UN|reason,reason,0.7273,0.8618,0.0,0.0,0.0455,0.1364,0.0909,0.7273
hle_779,directllm,HLE,51,reason|RR|RR|PD|reason|reason|reason|reason|reason|reason|PD|reason|PD|PD|PD|PD|PD|RR|reason|reason|reason|reason|PD|PD|reason|RR|UN|UN|PD|RR|IC|reason|reason|IC|RR|PD|PD|reason|reason|reason|PD|reason|RR|reason|reason|PD|PD|reason|reason|reason|reason,reason,0.4902,1.236,0.0,0.2941,0.0392,0.0392,0.1373,0.4902
hle_787,directllm,HLE,5,reason|PD|PD|RR|RR,PD,0.4,1.0549,0.0,0.4,0.0,0.0,0.4,0.2
hle_790,directllm,HLE,46,reason|reason|reason|reason|reason|reason|UN|reason|reason|reason|RR|reason|reason|UN|reason|UN|reason|reason|reason|reason|reason|reason|UN|reason|reason|reason|reason|reason|UN|UN|RR|UN|reason|reason|reason|RR|UN|reason|reason|RR|PD|reason|reason|reason|reason|reason,reason,0.7174,0.8381,0.0,0.0217,0.0,0.1739,0.087,0.7174
hle_791,directllm,HLE,53,reason|reason|reason|PD|reason|RR|PD|PD|reason|reason|reason|PD|IC|RR|RR|reason|PD|UN|reason|reason|RR|reason|RR|reason|PD|PD|RR|reason|reason|PD|RR|PD|reason|UN|IC|UN|reason|PD|PD|IC|PD|RR|reason|RR|reason|PD|RR|reason|PD|PD|reason|PD|reason,reason,0.3962,1.3681,0.0,0.3019,0.0566,0.0566,0.1887,0.3962
hle_792,directllm,HLE,28,reason|RR|RR|RR|RR|PD|RR|PD|PD|RR|RR|PD|reason|reason|reason|reason|reason|reason|RR|reason|RR|RR|reason|reason|IC|reason|PD|PD,reason,0.3929,1.1839,0.0,0.2143,0.0357,0.0,0.3571,0.3929
hle_800,directllm,HLE,6,reason|UN|reason|IC|RR|RR,reason,0.3333,1.3297,0.0,0.0,0.1667,0.1667,0.3333,0.3333
hle_801,directllm,HLE,27,IC|reason|RR|reason|PD|reason|reason|reason|reason|reason|RR|reason|RR|RR|reason|RR|RR|reason|PD|RR|IC|reason|RR|reason|reason|reason|reason,reason,0.5556,1.0725,0.0,0.0741,0.0741,0.0,0.2963,0.5556
hle_805,directllm,HLE,82,reason|RR|reason|RR|RR|RR|RR|reason|reason|reason|RR|RR|reason|reason|reason|reason|UN|reason|RR|RR|UN|RR|RR|reason|RR|RR|reason|reason|RR|reason|RR|reason|reason|reason|UN|UN|RR|reason|UN|UN|reason|IC|UN|RR|reason|RR|reason|reason|reason|reason|IC|RR|reason|RR|reason|reason|reason|reason|RR|UN|reason|reason|reason|RR|reason|reason|reason|reason|UN|UN|UN|UN|RR|reason|RR|reason|PD|reason|IC|RR|reason|PD,reason,0.4878,1.2052,0.0,0.0244,0.0366,0.1463,0.3049,0.4878
hle_807,directllm,HLE,750,reason|RR|RR|RR|RR|RR|RR|reason|RR|RR|reason|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR|RR,RR,0.996,0.0261,0.0,0.0,0.0,0.0,0.996,0.004
